TRFL #9001240034LECROYWR6100A,16918,Waveform
Segments,1,SegmentSize,50002
Segment,TrigTime,TimeSinceSegment1
#1,18-Dec-2016 16:09:33,0                 
Time,Ampl
-5.0001175e-006,1.48131
-4.9999175e-006,1.47561
-4.9997175e-006,1.46781
-4.9995175e-006,1.46387
-4.9993175e-006,1.46953
-4.9991175e-006,1.48031
-4.9989175e-006,1.48293
-4.9987175e-006,1.47899
-4.9985175e-006,1.48138
-4.9983175e-006,1.48483
-4.9981175e-006,1.48393
-4.9979175e-006,1.4868
-4.9977175e-006,1.48821
-4.9975175e-006,1.4822
-4.9973175e-006,1.47968
-4.9971175e-006,1.48431
-4.9969175e-006,1.48666
-4.9967175e-006,1.48352
-4.9965175e-006,1.48172
-4.9963175e-006,1.48341
-4.9961175e-006,1.48238
-4.9959175e-006,1.47696
-4.9957175e-006,1.47337
-4.9955175e-006,1.47406
-4.9953175e-006,1.47433
-4.9951175e-006,1.47623
-4.9949175e-006,1.4812
-4.9947175e-006,1.47892
-4.9945175e-006,1.46988
-4.9943175e-006,1.46663
-4.9941175e-006,1.47202
-4.9939175e-006,1.47803
-4.9937175e-006,1.48131
-4.9935175e-006,1.4859
-4.9933175e-006,1.48756
-4.9931175e-006,1.4811
-4.9929175e-006,1.47734
-4.9927175e-006,1.4839
-4.9925175e-006,1.4917
-4.9923175e-006,1.49187
-4.9921175e-006,1.48711
-4.9919175e-006,1.48348
-4.9917175e-006,1.48069
-4.9915175e-006,1.47982
-4.9913175e-006,1.48369
-4.9911175e-006,1.48635
-4.9909175e-006,1.48362
-4.9907175e-006,1.48075
-4.9905175e-006,1.48193
-4.9903175e-006,1.48548
-4.9901175e-006,1.48618
-4.9899175e-006,1.48407
-4.9897175e-006,1.48321
-4.9895175e-006,1.47934
-4.9893175e-006,1.47281
-4.9891175e-006,1.47302
-4.9889175e-006,1.47533
-4.9887175e-006,1.47478
-4.9885175e-006,1.48027
-4.9883175e-006,1.4879
-4.9881175e-006,1.48524
-4.9879175e-006,1.47844
-4.9877175e-006,1.47951
-4.9875175e-006,1.48662
-4.9873175e-006,1.49284
-4.9871175e-006,1.49353
-4.9869175e-006,1.48952
-4.9867175e-006,1.49028
-4.9865175e-006,1.49529
-4.9863175e-006,1.49446
-4.9861175e-006,1.49236
-4.9859175e-006,1.49646
-4.9857175e-006,1.49971
-4.9855175e-006,1.49491
-4.9853175e-006,1.48345
-4.9851175e-006,1.47482
-4.9849175e-006,1.47913
-4.9847175e-006,1.48994
-4.9845175e-006,1.49401
